WEO Country Code,ISO,WEO Subject Code,Country,Subject Descriptor,Subject Notes,Units,Scale,Country/Series-specific Notes,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Estimates Start After
248,ECU,NGDPD,Ecuador,"Gross domestic product, current prices","Values are based upon GDP in national currency converted to U.S. dollars using market exchange rates (yearly average). Exchange rate projections are provided by country economists for the group of other emerging market and developing countries. Exchanges rates for advanced economies are established in the WEO assumptions for each WEO exercise. Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",16.84,17.243,17.214,15.129,16.101,18.83,13.816,12.91,12.277,12.049,12.236,13.73,15.012,17.537,21.147,22.968,24.035,27.009,27.474,19.74,18.319,24.468,28.549,32.433,36.592,41.507,46.802,51.008,61.763,62.52,69.555,79.277,87.925,94.776,100.917,100.872,99.118,98.107,97.167,97.428,97.156,99.021,2015
469,EGY,NGDPD,Egypt,"Gross domestic product, current prices","Values are based upon GDP in national currency converted to U.S. dollars using market exchange rates (yearly average). Exchange rate projections are provided by country economists for the group of other emerging market and developing countries. Exchanges rates for advanced economies are established in the WEO assumptions for each WEO exercise. Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",23.523,25.76,30.479,37.254,41.888,48.841,54.076,77.359,92.53,115.362,96.087,48.431,44.168,49.526,54.55,63.26,71.114,79.77,89.188,95.039,104.752,102.273,90.261,85.163,82.855,94.127,112.902,137.055,170.797,198.316,230.024,247.726,275.756,285.437,301.536,330.159,n/a,n/a,n/a,n/a,n/a,n/a,2015
253,SLV,NGDPD,El Salvador,"Gross domestic product, current prices","Values are based upon GDP in national currency converted to U.S. dollars using market exchange rates (yearly average). Exchange rate projections are provided by country economists for the group of other emerging market and developing countries. Exchanges rates for advanced economies are established in the WEO assumptions for each WEO exercise. Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",3.899,3.437,3.394,3.25,2.377,2.311,2.327,2.366,2.762,3.157,4.801,5.311,5.955,6.938,8.086,9.501,10.316,11.135,12.008,12.465,13.134,13.813,14.307,15.047,15.798,17.094,18.551,20.105,21.431,20.661,21.418,23.139,23.814,24.351,25.054,25.85,26.61,27.659,28.924,30.222,31.532,32.953,2015
642,GNQ,NGDPD,Equatorial Guinea,"Gross domestic product, current prices","Values are based upon GDP in national currency converted to U.S. dollars using market exchange rates (yearly average). Exchange rate projections are provided by country economists for the group of other emerging market and developing countries. Exchanges rates for advanced economies are established in the WEO assumptions for each WEO exercise. Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",0.035,0.033,0.039,0.044,0.049,0.081,0.1,0.122,0.132,0.116,0.147,0.145,0.177,0.178,0.132,0.186,0.305,0.58,0.486,0.814,1.371,1.915,2.368,3.256,5.781,9.064,10.087,13.072,19.75,15.028,16.299,21.329,22.39,21.943,21.504,13.819,11.638,11.483,11.552,11.74,11.998,12.338,2013
643,ERI,NGDPD,Eritrea,"Gross domestic product, current prices","Values are based upon GDP in national currency converted to U.S. dollars using market exchange rates (yearly average). Exchange rate projections are provided by country economists for the group of other emerging market and developing countries. Exchanges rates for advanced economies are established in the WEO assumptions for each WEO exercise. Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.783,0.483,0.56,0.624,0.749,0.767,0.809,0.794,0.706,0.752,0.729,0.87,1.109,1.098,1.211,1.318,1.38,1.857,2.117,2.608,3.092,3.502,4.052,4.666,5.352,6.05,6.856,7.766,8.137,9.291,2006
939,EST,NGDPD,Estonia,"Gross domestic product, current prices","Values are based upon GDP in national currency converted to U.S. dollars using market exchange rates (yearly average). Exchange rate projections are provided by country economists for the group of other emerging market and developing countries. Exchanges rates for advanced economies are established in the WEO assumptions for each WEO exercise. Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.739,2.435,3.797,4.745,5.072,5.621,5.741,5.706,6.26,7.345,9.852,12.071,14.024,16.987,22.265,24.285,19.712,19.538,23.191,23.148,25.255,26.527,22.704,23.476,24.609,25.9,27.376,29.059,30.551,2015
644,ETH,NGDPD,Ethiopia,"Gross domestic product, current prices","Values are based upon GDP in national currency converted to U.S. dollars using market exchange rates (yearly average). Exchange rate projections are provided by country economists for the group of other emerging market and developing countries. Exchanges rates for advanced economies are established in the WEO assumptions for each WEO exercise. Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",7.385,7.578,7.973,8.863,8.375,9.808,10.188,10.89,11.285,11.872,12.595,13.928,14.696,9.143,8.135,8.431,8.826,8.909,8.078,7.927,8.235,8.223,7.851,8.623,10.142,12.408,15.283,19.701,26.839,32.464,29.917,31.958,43.134,47.656,55.511,61.629,69.218,76.907,84.004,91.363,99.543,108.27,2015
819,FJI,NGDPD,Fiji,"Gross domestic product, current prices","Values are based upon GDP in national currency converted to U.S. dollars using market exchange rates (yearly average). Exchange rate projections are provided by country economists for the group of other emerging market and developing countries. Exchanges rates for advanced economies are established in the WEO assumptions for each WEO exercise. Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",1.231,1.264,1.222,1.149,1.205,1.168,1.32,1.205,1.136,1.21,1.337,1.384,1.532,1.635,1.825,1.97,2.129,2.094,1.656,1.942,1.684,1.66,1.843,2.316,2.727,3.007,3.103,3.405,3.523,2.871,3.14,3.775,3.978,4.196,4.532,4.389,4.556,4.789,5.035,5.277,5.531,5.798,2014
172,FIN,NGDPD,Finland,"Gross domestic product, current prices","Values are based upon GDP in national currency converted to U.S. dollars using market exchange rates (yearly average). Exchange rate projections are provided by country economists for the group of other emerging market and developing countries. Exchanges rates for advanced economies are established in the WEO assumptions for each WEO exercise. Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",48.092,43.007,42.244,42.213,41.643,43.552,61.325,77.826,89.723,94.178,118.268,110.012,112.489,102.224,109.348,130.747,131.859,125.421,134.106,135.403,125.908,129.361,140.047,171.398,197.035,204.786,216.742,255.739,285.087,252.137,248.262,273.925,256.849,270.065,272.896,232.077,239.186,247.91,256.238,266.588,278.261,287.741,2015
132,FRA,NGDPD,France,"Gross domestic product, current prices","Values are based upon GDP in national currency converted to U.S. dollars using market exchange rates (yearly average). Exchange rate projections are provided by country economists for the group of other emerging market and developing countries. Exchanges rates for advanced economies are established in the WEO assumptions for each WEO exercise. Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",704.515,621.172,590.127,564.582,534.333,559.846,776.121,939.453,"1,025.68","1,031.31","1,278.67","1,280.30","1,412.10","1,331.66","1,404.48","1,611.20","1,614.71","1,462.61","1,512.96","1,502.25","1,372.45","1,383.41","1,505.65","1,851.66","2,127.00","2,207.45","2,327.05","2,666.81","2,937.32","2,700.66","2,651.77","2,865.30","2,682.90","2,809.39","2,843.67","2,420.16","2,488.28","2,570.02","2,649.55","2,741.36","2,850.67","2,941.08",2015
646,GAB,NGDPD,Gabon,"Gross domestic product, current prices","Values are based upon GDP in national currency converted to U.S. dollars using market exchange rates (yearly average). Exchange rate projections are provided by country economists for the group of other emerging market and developing countries. Exchanges rates for advanced economies are established in the WEO assumptions for each WEO exercise. Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",4.559,4.111,3.853,3.689,3.547,3.736,4.889,3.699,4.079,4.458,6.339,5.754,5.955,5.757,4.463,5.281,6.064,5.673,4.774,4.966,5.397,5.019,5.31,6.497,7.756,9.459,10.154,12.439,15.509,12.152,14.359,18.203,17.181,17.596,18.209,14.269,14.563,15.916,17.241,18.689,20.255,21.689,2013
648,GMB,NGDPD,The Gambia,"Gross domestic product, current prices","Values are based upon GDP in national currency converted to U.S. dollars using market exchange rates (yearly average). Exchange rate projections are provided by country economists for the group of other emerging market and developing countries. Exchanges rates for advanced economies are established in the WEO assumptions for each WEO exercise. Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",0.364,0.349,0.33,0.332,0.238,0.29,0.226,0.303,0.352,0.37,0.434,0.457,0.493,0.528,0.523,0.547,0.571,0.591,0.607,0.623,0.608,0.603,0.534,0.507,0.579,0.624,0.655,0.799,0.966,0.901,0.952,0.898,0.91,0.899,0.824,0.893,0.886,0.836,0.891,0.952,1.018,1.089,2013
915,GEO,NGDPD,Georgia,"Gross domestic product, current prices","Values are based upon GDP in national currency converted to U.S. dollars using market exchange rates (yearly average). Exchange rate projections are provided by country economists for the group of other emerging market and developing countries. Exchanges rates for advanced economies are established in the WEO assumptions for each WEO exercise. Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.827,1.907,3.063,3.511,3.607,2.805,3.057,3.218,3.396,3.991,5.126,6.411,7.745,10.173,12.795,10.767,11.638,14.435,15.847,16.141,16.515,13.968,14.463,15.713,17.214,18.724,20.344,22.116,2015
134,DEU,NGDPD,Germany,"Gross domestic product, current prices","Values are based upon GDP in national currency converted to U.S. dollars using market exchange rates (yearly average). Exchange rate projections are provided by country economists for the group of other emerging market and developing countries. Exchanges rates for advanced economies are established in the WEO assumptions for each WEO exercise. Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",850.642,715.726,691.011,689.366,649.558,658.784,940.833,"1,170.62","1,262.02","1,252.92","1,592.71","1,869.10","2,128.56","2,069.77","2,211.02","2,594.37","2,504.67","2,221.74","2,246.45","2,202.85","1,955.67","1,952.33","2,086.50","2,510.53","2,823.07","2,866.31","3,005.08","3,444.72","3,770.15","3,426.67","3,423.47","3,761.14","3,545.95","3,753.69","3,885.44","3,365.29","3,494.90","3,618.62","3,736.32","3,866.65","4,007.77","4,113.87",2015
652,GHA,NGDPD,Ghana,"Gross domestic product, current prices","Values are based upon GDP in national currency converted to U.S. dollars using market exchange rates (yearly average). Exchange rate projections are provided by country economists for the group of other emerging market and developing countries. Exchanges rates for advanced economies are established in the WEO assumptions for each WEO exercise. Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",24.995,42.361,50.424,38.543,12.064,10.123,9.192,7.844,8.317,8.424,9.979,11.238,11.043,9.713,8.872,10.517,11.298,11.195,12.16,12.576,8.107,8.647,10.032,12.418,14.451,17.461,20.401,24.758,28.528,25.59,32.174,39.565,41.939,47.806,38.616,37.687,42.761,46.61,51.293,55.807,60.171,64.534,2015
174,GRC,NGDPD,Greece,"Gross domestic product, current prices","Values are based upon GDP in national currency converted to U.S. dollars using market exchange rates (yearly average). Exchange rate projections are provided by country economists for the group of other emerging market and developing countries. Exchanges rates for advanced economies are established in the WEO assumptions for each WEO exercise. Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",56.573,52.257,54.799,49.634,48.337,47.964,56.434,65.661,76.465,79.241,97.979,105.642,116.624,109.01,116.539,136.968,145.875,143.343,144.645,149.04,132.197,136.308,154.376,202.311,240.848,248.207,273.558,318.94,356.14,330.837,299.919,288.062,245.807,239.585,235.948,195.32,195.878,204.941,214.725,225.331,236.538,244.848,2015
328,GRD,NGDPD,Grenada,"Gross domestic product, current prices","Values are based upon GDP in national currency converted to U.S. dollars using market exchange rates (yearly average). Exchange rate projections are provided by country economists for the group of other emerging market and developing countries. Exchanges rates for advanced economies are established in the WEO assumptions for each WEO exercise. Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",0.111,0.116,0.125,0.132,0.146,0.168,0.188,0.215,0.236,0.267,0.278,0.301,0.31,0.31,0.325,0.342,0.367,0.392,0.446,0.482,0.52,0.52,0.54,0.591,0.599,0.695,0.699,0.759,0.826,0.771,0.771,0.779,0.8,0.843,0.912,0.984,1.028,1.09,1.146,1.202,1.263,1.326,2014
258,GTM,NGDPD,Guatemala,"Gross domestic product, current prices","Values are based upon GDP in national currency converted to U.S. dollars using market exchange rates (yearly average). Exchange rate projections are provided by country economists for the group of other emerging market and developing countries. Exchanges rates for advanced economies are established in the WEO assumptions for each WEO exercise. Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",7.319,7.995,8.098,8.406,8.796,10.385,5.615,6.502,7.042,8.118,7.106,8.687,9.625,10.462,11.855,13.314,14.218,16.103,17.488,16.492,17.187,18.703,20.777,21.918,23.965,27.211,30.231,34.113,39.137,37.734,41.338,47.655,50.388,53.851,58.722,63.794,68.389,71.984,76.817,82.022,87.493,93.21,2015
656,GIN,NGDPD,Guinea,"Gross domestic product, current prices","Values are based upon GDP in national currency converted to U.S. dollars using market exchange rates (yearly average). Exchange rate projections are provided by country economists for the group of other emerging market and developing countries. Exchanges rates for advanced economies are established in the WEO assumptions for each WEO exercise. Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",1.724,1.711,1.678,1.641,1.672,1.777,1.922,2.041,2.384,2.432,2.666,3.015,3.284,3.279,3.383,3.693,3.868,3.783,3.588,3.461,2.995,2.829,2.95,3.446,3.666,2.937,2.903,4.157,4.517,4.635,4.739,4.495,5.604,6.219,6.797,6.852,6.754,6.904,7.307,7.771,8.318,8.879,2011
654,GNB,NGDPD,Guinea-Bissau,"Gross domestic product, current prices","Values are based upon GDP in national currency converted to U.S. dollars using market exchange rates (yearly average). Exchange rate projections are provided by country economists for the group of other emerging market and developing countries. Exchanges rates for advanced economies are established in the WEO assumptions for each WEO exercise. Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",0.171,0.219,0.249,0.281,0.195,0.287,0.28,0.237,0.221,0.266,0.323,0.457,0.489,0.381,0.435,0.46,0.438,0.425,0.374,0.415,0.371,0.393,0.417,0.477,0.532,0.588,0.592,0.697,0.868,0.828,0.848,1.107,0.996,1.027,1.111,1.056,1.168,1.239,1.332,1.439,1.556,1.669,2013
336,GUY,NGDPD,Guyana,"Gross domestic product, current prices","Values are based upon GDP in national currency converted to U.S. dollars using market exchange rates (yearly average). Exchange rate projections are provided by country economists for the group of other emerging market and developing countries. Exchanges rates for advanced economies are established in the WEO assumptions for each WEO exercise. Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",0.559,0.544,0.459,0.466,0.465,0.474,0.523,0.655,0.615,0.779,0.652,0.735,0.602,0.721,0.874,0.993,1.116,1.188,1.114,1.147,1.123,1.127,1.16,1.197,1.26,1.311,1.455,1.741,1.916,2.023,2.262,2.582,2.854,2.99,3.078,3.164,3.456,3.691,3.86,4.056,4.247,4.45,2015
263,HTI,NGDPD,Haiti,"Gross domestic product, current prices","Values are based upon GDP in national currency converted to U.S. dollars using market exchange rates (yearly average). Exchange rate projections are provided by country economists for the group of other emerging market and developing countries. Exchanges rates for advanced economies are established in the WEO assumptions for each WEO exercise. Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",1.546,1.702,1.77,1.9,2.105,2.337,2.597,1.279,0.841,0.778,0.99,0.888,0.533,0.61,1.775,2.813,2.908,3.339,3.724,4.154,3.954,3.596,3.472,2.96,3.538,4.31,4.756,5.885,6.55,6.584,6.62,7.516,7.89,8.451,8.789,8.713,8.259,7.837,7.962,8.243,8.656,9.133,2015
268,HND,NGDPD,Honduras,"Gross domestic product, current prices","Values are based upon GDP in national currency converted to U.S. dollars using market exchange rates (yearly average). Exchange rate projections are provided by country economists for the group of other emerging market and developing countries. Exchanges rates for advanced economies are established in the WEO assumptions for each WEO exercise. Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",3.508,3.855,3.97,4.207,4.538,4.976,5.207,5.678,6.324,7.065,4.169,4.195,4.675,4.794,4.693,5.415,5.217,5.736,6.366,6.417,7.104,7.566,7.775,8.14,8.772,9.672,10.842,12.275,13.79,14.486,15.73,17.649,18.464,18.436,19.45,20.45,20.93,21.406,22.065,22.794,23.547,24.445,2015
532,HKG,NGDPD,Hong Kong SAR,"Gross domestic product, current prices","Values are based upon GDP in national currency converted to U.S. dollars using market exchange rates (yearly average). Exchange rate projections are provided by country economists for the group of other emerging market and developing countries. Exchanges rates for advanced economies are established in the WEO assumptions for each WEO exercise. Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",28.862,31.055,32.291,29.907,33.511,35.7,41.076,50.623,59.708,68.79,76.929,88.96,104.272,120.354,135.807,144.653,159.718,177.353,168.88,165.769,171.669,169.404,166.326,161.355,169.096,181.57,193.534,211.599,219.28,214.046,228.637,248.514,262.629,275.659,291.229,309.236,316.07,326.399,343.152,360.971,379.743,397.465,2015
944,HUN,NGDPD,Hungary,"Gross domestic product, current prices","Values are based upon GDP in national currency converted to U.S. dollars using market exchange rates (yearly average). Exchange rate projections are provided by country economists for the group of other emerging market and developing countries. Exchanges rates for advanced economies are established in the WEO assumptions for each WEO exercise. Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",22.929,23.514,23.946,21.732,21.07,21.336,24.577,27.011,29.558,30.175,34.198,34.584,38.541,39.929,42.94,46.212,46.485,47.131,48.615,49.033,47.17,53.656,67.517,84.999,103.641,112.531,114.734,139.08,157.095,129.774,130.093,139.938,127.176,134.402,138.347,120.636,117.065,117.993,123.502,129.819,135.14,139.2,2015
176,ISL,NGDPD,Iceland,"Gross domestic product, current prices","Values are based upon GDP in national currency converted to U.S. dollars using market exchange rates (yearly average). Exchange rate projections are provided by country economists for the group of other emerging market and developing countries. Exchanges rates for advanced economies are established in the WEO assumptions for each WEO exercise. Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",3.447,3.558,3.27,2.807,2.904,3.028,4.038,5.595,6.182,5.735,6.544,6.993,7.153,6.271,6.437,7.173,7.519,7.596,8.468,8.928,8.925,8.125,9.162,11.297,13.71,16.749,17.041,21.294,17.531,12.855,13.237,14.665,14.208,15.462,17.159,16.718,19.444,21.393,22.753,23.953,24.815,25.416,2015
534,IND,NGDPD,India,"Gross domestic product, current prices","Values are based upon GDP in national currency converted to U.S. dollars using market exchange rates (yearly average). Exchange rate projections are provided by country economists for the group of other emerging market and developing countries. Exchanges rates for advanced economies are established in the WEO assumptions for each WEO exercise. Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",189.438,196.535,203.537,222.049,215.556,237.618,252.751,283.75,299.645,300.187,326.608,274.842,293.262,284.194,333.014,366.6,399.791,423.189,428.767,466.841,476.636,493.934,523.768,618.369,721.589,834.218,949.118,"1,238.70","1,224.10","1,365.37","1,708.46","1,822.99","1,828.98","1,863.21","2,042.56","2,073.00","2,250.99","2,457.75","2,695.18","2,981.82","3,297.45","3,650.62",2016
536,IDN,NGDPD,Indonesia,"Gross domestic product, current prices","Values are based upon GDP in national currency converted to U.S. dollars using market exchange rates (yearly average). Exchange rate projections are provided by country economists for the group of other emerging market and developing countries. Exchanges rates for advanced economies are established in the WEO assumptions for each WEO exercise. Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",99.296,110.848,113.799,103.149,107.218,107.062,101.22,95.214,107.279,122.582,138.258,154.558,168.28,190.913,213.727,244.227,274.722,260.68,115.323,169.158,179.482,174.507,212.807,255.428,279.556,310.815,396.293,470.144,558.582,577.539,755.256,892.59,919.002,914.552,890.597,858.953,940.953,"1,014.87","1,096.90","1,177.57","1,273.81","1,408.13",2015
429,IRN,NGDPD,Islamic Republic of Iran,"Gross domestic product, current prices","Values are based upon GDP in national currency converted to U.S. dollars using market exchange rates (yearly average). Exchange rate projections are provided by country economists for the group of other emerging market and developing countries. Exchanges rates for advanced economies are established in the WEO assumptions for each WEO exercise. Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",93.936,100.012,125.753,156.132,161.796,181.684,210.492,278.747,314.739,378.05,569.585,295.443,48.887,63.625,79.847,112.783,154.126,180.421,201.452,270.641,357.875,325.377,128.527,151.743,181.283,218.207,257.85,337.654,390.67,396.694,463.67,570.039,382.017,379.436,414.895,390.039,412.304,438.334,471.145,505.836,544.904,586.478,2015
433,IRQ,NGDPD,Iraq,"Gross domestic product, current prices","Values are based upon GDP in national currency converted to U.S. dollars using market exchange rates (yearly average). Exchange rate projections are provided by country economists for the group of other emerging market and developing countries. Exchanges rates for advanced economies are established in the WEO assumptions for each WEO exercise. Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,10.469,18.449,25.857,18.936,18.97,15.8,36.642,50.065,65.144,88.833,131.614,111.66,138.517,185.75,218.032,234.638,222.548,165.135,156.323,173.589,184.197,196.037,210.197,224.689,2014
178,IRL,NGDPD,Ireland,"Gross domestic product, current prices","Values are based upon GDP in national currency converted to U.S. dollars using market exchange rates (yearly average). Exchange rate projections are provided by country economists for the group of other emerging market and developing countries. Exchanges rates for advanced economies are established in the WEO assumptions for each WEO exercise. Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",21.397,20.339,21.266,20.524,19.831,21.018,28.369,33.618,36.807,37.998,48.054,48.667,54.794,50.775,55.746,69.216,75.865,82.829,90.12,98.781,99.876,109.138,128.007,164.311,193.934,211.699,232.166,270.029,274.929,235.751,221.343,240.59,225.82,239.271,256.272,283.716,307.917,325.831,342.849,360.558,379.867,396.245,2015
436,ISR,NGDPD,Israel,"Gross domestic product, current prices","Values are based upon GDP in national currency converted to U.S. dollars using market exchange rates (yearly average). Exchange rate projections are provided by country economists for the group of other emerging market and developing countries. Exchanges rates for advanced economies are established in the WEO assumptions for each WEO exercise. Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",23.819,25.238,27.048,30.165,28.557,26.542,32.675,39.027,48.346,49.19,58.045,65.844,73.576,73.948,84.413,100.279,109.949,114.714,115.953,117.195,132.328,130.638,120.935,126.682,135.366,142.463,153.877,178.743,215.929,207.319,233.756,261.373,257.64,293.318,308.767,299.413,311.739,327.63,341.978,357.915,374.164,388.612,2015
136,ITA,NGDPD,Italy,"Gross domestic product, current prices","Values are based upon GDP in national currency converted to U.S. dollars using market exchange rates (yearly average). Exchange rate projections are provided by country economists for the group of other emerging market and developing countries. Exchanges rates for advanced economies are established in the WEO assumptions for each WEO exercise. Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",483.592,438.534,433.428,449.739,444.306,458.982,650.037,815.836,903.851,939.875,"1,173.06","1,239.53","1,314.81","1,057.44","1,090.60","1,171.51","1,309.32","1,240.58","1,268.03","1,250.20","1,145.11","1,163.32","1,270.99","1,572.65","1,800.76","1,855.83","1,944.34","2,206.11","2,402.06","2,190.70","2,129.02","2,278.38","2,073.97","2,131.00","2,141.94","1,815.76","1,852.50","1,895.32","1,941.90","1,991.15","2,045.98","2,083.77",2015
